awareness_4,awareness_3,awareness_2,awareness_1,confidence_4,confidence_3,confidence_2,confidence_1,correct_4,correct_3,correct_2,correct_1,attention,sub_name,blocks
0,0,0,0,0,0,1,1,0,1,1,1,1,IK,4
0,0,0,0,0,1,1,0,1,1,1,1,0,IK,4
0,0,0,0,1,1,0,1,1,1,1,1,0,IK,4
0,0,0,0,1,0,1,0,1,1,1,1,0,IK,4
0,0,0,0,0,1,0,0,1,1,1,1,0,IK,4
0,0,0,0,1,0,0,0,1,1,1,0,1,IK,4
0,0,0,0,0,0,0,0,1,1,0,1,1,IK,4
0,0,0,1,0,0,0,1,1,0,1,1,1,IK,4
0,0,1,0,0,0,1,1,0,1,1,1,0,IK,4
0,1,0,0,0,1,1,1,1,1,1,1,0,IK,4
1,0,0,0,1,1,1,0,1,1,1,1,0,IK,4
0,0,0,0,1,1,0,1,1,1,1,1,0,IK,4
0,0,0,0,1,0,1,0,1,1,1,0,1,IK,4
0,0,0,0,0,1,0,0,1,1,0,0,1,IK,4
0,0,0,1,1,0,0,1,1,0,0,1,1,IK,4
0,0,1,0,0,0,1,0,0,0,1,0,1,IK,4
0,1,0,0,0,1,0,0,0,1,0,1,1,IK,4
1,0,0,1,1,0,0,1,1,0,1,1,1,IK,4
0,0,1,1,0,0,1,0,0,1,1,1,1,IK,4
0,1,1,0,0,1,0,0,1,1,1,1,0,IK,4
1,1,0,0,1,0,0,0,1,1,1,0,0,IK,4
1,0,0,1,0,0,0,1,1,1,0,1,0,IK,4
0,0,1,1,0,0,1,1,1,0,1,1,0,IK,4
0,1,1,1,0,1,1,0,0,1,1,1,0,IK,4
1,1,1,0,1,1,0,1,1,1,1,1,1,IK,4
1,1,0,0,1,0,1,1,1,1,1,1,1,IK,4
1,0,0,1,0,1,1,1,1,1,1,1,1,IK,4
0,0,1,0,1,1,1,0,1,1,1,0,0,IK,4
0,1,0,1,1,1,0,0,1,1,0,0,0,IK,4
1,0,1,0,1,0,0,0,1,0,0,1,0,IK,4
0,1,0,0,0,0,0,1,0,0,1,1,0,IK,4
1,0,0,0,0,0,1,0,0,1,1,1,0,IK,4
0,0,0,0,0,1,0,1,1,1,1,1,0,IK,4
0,0,0,0,1,0,1,0,1,1,1,0,0,IK,4
0,0,0,0,0,1,0,0,1,1,0,1,0,IK,4
1,1,0,1,1,0,0,1,1,1,1,1,0,IK,5
1,0,1,0,0,0,1,1,1,1,1,1,1,IK,5
0,1,0,0,0,1,1,0,1,1,1,1,1,IK,5
1,0,0,1,1,1,0,0,1,1,1,1,1,IK,5
0,0,1,0,1,0,0,0,1,1,1,0,0,IK,5
0,1,0,0,0,0,0,0,1,1,0,1,0,IK,5
1,0,0,0,0,0,0,0,1,0,1,0,0,IK,5
0,0,0,0,0,0,0,1,0,1,0,0,1,IK,5
0,0,0,0,0,0,1,0,1,0,0,1,1,IK,5
0,0,0,0,0,1,0,1,0,0,1,1,1,IK,5
0,0,0,0,1,0,1,1,0,1,1,1,1,IK,5
0,0,0,0,0,1,1,0,1,1,1,1,1,IK,5
0,0,0,1,1,1,0,1,1,1,1,1,0,IK,5
0,0,1,0,1,0,1,0,1,1,1,1,0,IK,5
0,1,0,1,0,1,0,0,1,1,1,1,0,IK,5
1,0,1,0,1,0,0,1,1,1,1,1,0,IK,5
0,1,0,0,0,0,1,0,1,1,1,1,1,IK,5
1,0,0,0,0,1,0,0,1,1,1,1,1,IK,5
0,0,0,0,1,0,0,1,1,1,1,1,1,IK,5
0,0,0,1,0,0,1,1,1,1,1,1,1,IK,5
0,0,1,0,0,1,1,0,1,1,1,1,1,IK,5
0,1,0,0,1,1,0,1,1,1,1,1,0,IK,5
1,0,0,0,1,0,1,0,1,1,1,1,0,IK,5
0,0,0,1,0,1,0,1,1,1,1,1,0,IK,5
0,0,1,0,1,0,1,0,1,1,1,1,0,IK,5
0,1,0,0,0,1,0,0,1,1,1,1,0,IK,5
1,0,0,0,1,0,0,0,1,1,1,1,0,IK,5
0,0,0,1,0,0,0,1,1,1,1,1,1,IK,5
0,0,1,0,0,0,1,1,1,1,1,1,1,IK,5
0,1,0,1,0,1,1,1,1,1,1,1,1,IK,5
1,0,1,0,1,1,1,0,1,1,1,0,0,IK,5
0,1,0,0,1,1,0,0,1,1,0,1,0,IK,5
1,0,0,0,1,0,0,0,1,0,1,0,0,IK,5
0,0,0,0,0,0,0,0,0,1,0,0,0,IK,5
0,0,0,0,0,0,0,1,1,0,0,1,0,IK,5
0,0,0,1,0,0,1,1,0,0,1,1,0,IK,5
0,0,1,0,0,1,1,1,0,1,1,1,0,IK,5
0,1,0,0,1,1,1,1,1,1,1,1,1,IK,5
1,0,0,0,1,1,1,1,1,1,1,1,1,IK,5
0,0,0,1,1,1,1,1,1,1,1,1,1,IK,5
0,0,1,0,1,1,1,0,1,1,1,0,1,IK,5
0,1,0,0,1,1,0,1,1,1,0,1,0,IK,5
1,0,0,0,1,0,1,0,1,0,1,1,0,IK,5
0,0,0,0,0,1,0,0,0,1,1,1,0,IK,5
0,0,0,0,1,0,0,0,1,1,1,1,0,IK,5
0,0,0,0,0,0,0,1,1,1,1,1,1,IK,5
0,0,1,0,0,0,0,1,1,0,1,0,1,IK,6
0,1,0,0,0,0,1,1,0,1,0,1,1,IK,6
1,0,0,0,0,1,1,1,1,0,1,1,1,IK,6
0,0,0,0,1,1,1,0,0,1,1,1,0,IK,6
0,0,0,0,1,1,0,0,1,1,1,1,0,IK,6
0,0,0,0,1,0,0,0,1,1,1,1,0,IK,6
0,0,0,0,0,0,0,0,1,1,1,0,0,IK,6
0,0,0,0,0,0,0,0,1,1,0,0,0,IK,6
0,0,0,0,0,0,0,0,1,0,0,1,0,IK,6
0,0,0,1,0,0,0,1,0,0,1,1,0,IK,6
0,0,1,0,0,0,1,1,0,1,1,1,0,IK,6
0,1,0,0,0,1,1,0,1,1,1,1,1,IK,6
1,0,0,0,1,1,0,0,1,1,1,1,1,IK,6
0,0,0,0,1,0,0,0,1,1,1,1,1,IK,6
0,0,0,0,0,0,0,0,1,1,1,1,0,IK,6
0,0,0,0,0,0,0,1,1,1,1,1,0,IK,6
0,0,0,0,0,0,1,0,1,1,1,1,0,IK,6
0,0,0,0,0,1,0,0,1,1,1,1,0,IK,6
0,0,0,0,1,0,0,0,1,1,1,1,0,IK,6
0,0,0,1,0,0,0,0,1,1,1,1,0,IK,6
0,0,1,0,0,0,0,0,1,1,1,1,1,IK,6
0,1,0,1,0,0,0,0,1,1,1,1,1,IK,6
1,0,1,1,0,0,0,1,1,1,1,1,1,IK,6
0,1,1,1,0,0,1,0,1,1,1,1,1,IK,6
1,1,1,1,0,1,0,1,1,1,1,1,1,IK,6
1,1,1,0,1,0,1,1,1,1,1,1,0,IK,6
1,1,0,0,0,1,1,1,1,1,1,1,0,IK,6
1,0,0,0,1,1,1,0,1,1,1,0,0,IK,6
0,0,0,0,1,1,0,0,1,1,0,1,0,IK,6
0,0,0,0,1,0,0,0,1,0,1,1,1,IK,6
0,0,0,0,0,0,0,1,0,1,1,1,1,IK,6
0,0,0,0,0,0,1,1,1,1,1,1,1,IK,6
0,0,0,0,0,1,1,0,1,1,1,1,1,IK,6
0,0,0,0,1,1,0,0,1,1,1,1,1,IK,6
0,0,0,0,1,0,0,0,1,1,1,1,0,IK,6
0,0,0,0,0,0,0,0,1,1,1,0,0,IK,6
0,0,0,0,0,0,0,1,1,1,0,1,0,IK,6
0,0,0,1,0,0,1,0,1,0,1,1,0,IK,6
0,0,1,0,0,1,0,1,0,1,1,1,0,IK,6
0,1,0,0,1,0,1,0,1,1,1,1,0,IK,6
1,0,0,1,0,1,0,1,1,1,1,1,0,IK,6
0,0,1,0,1,0,1,1,1,1,1,1,1,IK,6
0,1,0,0,0,1,1,0,1,1,1,0,1,IK,6
1,0,0,0,1,1,0,1,1,1,0,1,1,IK,6
0,0,0,0,1,0,1,0,1,0,1,1,1,IK,6
0,0,0,0,0,1,0,0,0,1,1,1,1,IK,6
1,1,0,0,0,0,1,0,1,1,1,1,0,IK,7
1,0,0,0,0,1,0,0,1,1,1,1,1,IK,7
0,0,0,0,1,0,0,0,1,1,1,1,1,IK,7
0,0,0,0,0,0,0,0,1,1,1,1,1,IK,7
0,0,0,1,0,0,0,0,1,1,1,1,1,IK,7
0,0,1,1,0,0,0,0,1,1,1,1,1,IK,7
0,1,1,0,0,0,0,1,1,1,1,1,1,IK,7
1,1,0,0,0,0,1,0,1,1,1,1,0,IK,7
1,0,0,0,0,1,0,0,1,1,1,1,0,IK,7
0,0,0,1,1,0,0,1,1,1,1,1,0,IK,7
0,0,1,0,0,0,1,1,1,1,1,1,0,IK,7
0,1,0,0,0,1,1,0,1,1,1,1,0,IK,7
1,0,0,0,1,1,0,0,1,1,1,0,0,IK,7
0,0,0,0,1,0,0,1,1,1,0,1,0,IK,7
0,0,0,0,0,0,1,0,1,0,1,1,0,IK,7
0,0,0,1,0,1,0,1,0,1,1,1,0,IK,7
0,0,1,0,1,0,1,1,1,1,1,0,1,IK,7
0,1,0,0,0,1,1,1,1,1,0,1,1,IK,7
1,0,0,0,1,1,1,1,1,0,1,1,1,IK,7
0,0,0,0,1,1,1,0,0,1,1,1,1,IK,7
0,0,0,0,1,1,0,0,1,1,1,1,1,IK,7
0,0,0,1,1,0,0,0,1,1,1,1,1,IK,7
0,0,1,1,0,0,0,1,1,1,1,1,1,IK,7
0,1,1,1,0,0,1,1,1,1,1,1,1,IK,7
1,1,1,1,0,1,1,0,1,1,1,1,0,IK,7
1,1,1,0,1,1,0,0,1,1,1,0,0,IK,7
1,1,0,0,1,0,0,0,1,1,0,0,0,IK,7
1,0,0,0,0,0,0,0,1,0,0,1,0,IK,7
0,0,0,0,0,0,0,0,0,0,1,1,0,IK,7
0,0,0,0,0,0,0,0,0,1,1,0,0,IK,7
0,0,0,0,0,0,0,1,1,1,0,1,0,IK,7
0,0,0,0,0,0,1,0,1,0,1,0,0,IK,7
0,0,0,0,0,1,0,1,0,1,0,0,1,IK,7
0,0,0,1,1,0,1,1,1,0,0,1,1,IK,7
0,0,1,0,0,1,1,1,0,0,1,1,1,IK,7
0,1,0,0,1,1,1,0,0,1,1,1,1,IK,7
1,0,0,0,1,1,0,0,1,1,1,1,1,IK,7
0,0,0,0,1,0,0,0,1,1,1,1,1,IK,7
0,0,0,0,0,0,0,1,1,1,1,1,1,IK,7
0,0,0,1,0,0,1,1,1,1,1,1,1,IK,7
0,0,1,1,0,1,1,1,1,1,1,1,1,IK,7
0,1,1,1,1,1,1,0,1,1,1,0,0,IK,7
1,1,1,0,1,1,0,0,1,1,0,1,0,IK,7
1,1,0,0,1,0,0,1,1,0,1,1,0,IK,7
1,0,0,0,0,0,1,0,0,1,1,0,0,IK,7
0,0,0,0,0,1,0,1,1,1,0,1,0,IK,7
0,1,1,1,0,1,0,0,1,1,1,1,0,IK,8
1,1,1,0,1,0,0,1,1,1,1,0,0,IK,8
1,1,0,0,0,0,1,1,1,1,0,1,0,IK,8
1,0,0,0,0,1,1,1,1,0,1,1,0,IK,8
0,0,0,0,1,1,1,0,0,1,1,1,1,IK,8
0,0,0,1,1,1,0,0,1,1,1,1,1,IK,8
0,0,1,0,1,0,0,1,1,1,1,1,1,IK,8
0,1,0,0,0,0,1,1,1,1,1,1,1,IK,8
1,0,0,0,0,1,1,0,1,1,1,1,1,IK,8
0,0,0,1,1,1,0,1,1,1,1,1,1,IK,8
0,0,1,0,1,0,1,0,1,1,1,1,0,IK,8
0,1,0,0,0,1,0,0,1,1,1,0,0,IK,8
1,0,0,0,1,0,0,0,1,1,0,1,0,IK,8
0,0,0,0,0,0,0,0,1,0,1,1,0,IK,8
0,0,0,0,0,0,0,0,0,1,1,1,0,IK,8
0,0,0,1,0,0,0,1,1,1,1,1,0,IK,8
0,0,1,1,0,0,1,0,1,1,1,0,0,IK,8
0,1,1,0,0,1,0,1,1,1,0,1,0,IK,8
1,1,0,0,1,0,1,1,1,0,1,0,0,IK,8
1,0,0,0,0,1,1,1,0,1,0,1,0,IK,8
0,0,0,0,1,1,1,0,1,0,1,1,0,IK,8
0,0,0,1,1,1,0,1,0,1,1,0,1,IK,8
0,0,1,0,1,0,1,1,1,1,0,1,1,IK,8
0,1,0,0,0,1,1,1,1,0,1,1,1,IK,8
1,0,0,0,1,1,1,0,0,1,1,1,1,IK,8
0,0,0,0,1,1,0,0,1,1,1,1,1,IK,8
0,0,0,0,1,0,0,0,1,1,1,1,1,IK,8
0,0,0,0,0,0,0,0,1,1,1,1,0,IK,8
0,0,0,0,0,0,0,1,1,1,1,1,0,IK,8
0,0,0,0,0,0,1,0,1,1,1,1,0,IK,8
0,0,0,0,0,1,0,0,1,1,1,1,0,IK,8
0,0,0,0,1,0,0,0,1,1,1,1,0,IK,8
0,0,0,0,0,0,0,0,1,1,1,1,0,IK,8
0,0,0,0,0,0,0,1,1,1,1,1,0,IK,8
0,0,0,0,0,0,1,0,1,1,1,1,0,IK,8
0,0,0,1,0,1,0,1,1,1,1,1,0,IK,8
0,0,1,1,1,0,1,1,1,1,1,1,0,IK,8
0,1,1,0,0,1,1,1,1,1,1,1,0,IK,8
1,1,0,0,1,1,1,0,1,1,1,1,0,IK,8
1,0,0,0,1,1,0,0,1,1,1,1,0,IK,8
0,0,0,0,1,0,0,1,1,1,1,1,0,IK,8
0,0,0,0,0,0,1,0,1,1,1,0,1,IK,8
0,0,0,0,0,1,0,1,1,1,0,0,1,IK,8
0,0,0,0,1,0,1,1,1,0,0,1,1,IK,8
0,0,0,1,0,1,1,1,0,0,1,1,1,IK,8
0,0,1,0,1,1,1,0,0,1,1,1,1,IK,8
0,1,0,1,0,1,1,1,1,1,1,1,0,IK,9
1,0,1,1,1,1,1,1,1,1,1,1,0,IK,9
0,1,1,1,1,1,1,1,1,1,1,1,0,IK,9
1,1,1,0,1,1,1,1,1,1,1,1,0,IK,9
1,1,0,0,1,1,1,0,1,1,1,1,0,IK,9
1,0,0,0,1,1,0,0,1,1,1,1,0,IK,9
0,0,0,0,1,0,0,0,1,1,1,1,1,IK,9
0,0,0,1,0,0,0,0,1,1,1,1,1,IK,9
0,0,1,0,0,0,0,1,1,1,1,1,1,IK,9
0,1,0,1,0,0,1,1,1,1,1,1,1,IK,9
1,0,1,0,0,1,1,0,1,1,1,1,0,IK,9
0,1,0,0,1,1,0,0,1,1,1,1,0,IK,9
1,0,0,0,1,0,0,0,1,1,1,1,0,IK,9
0,0,0,0,0,0,0,0,1,1,1,0,0,IK,9
0,0,0,0,0,0,0,0,1,1,0,0,0,IK,9
0,0,0,1,0,0,0,1,1,0,0,1,0,IK,9
0,0,1,1,0,0,1,0,0,0,1,1,0,IK,9
0,1,1,1,0,1,0,1,0,1,1,1,0,IK,9
1,1,1,0,1,0,1,0,1,1,1,0,0,IK,9
1,1,0,0,0,1,0,1,1,1,0,0,0,IK,9
1,0,0,0,1,0,1,0,1,0,0,1,0,IK,9
0,0,0,0,0,1,0,0,0,0,1,1,1,IK,9
0,0,0,0,1,0,0,0,0,1,1,1,1,IK,9
0,0,0,0,0,0,0,0,1,1,1,1,1,IK,9
0,0,0,0,0,0,0,0,1,1,1,1,1,IK,9
0,0,0,0,0,0,0,1,1,1,1,1,1,IK,9
0,0,0,0,0,0,1,1,1,1,1,1,1,IK,9
0,0,0,0,0,1,1,1,1,1,1,1,1,IK,9
0,0,0,0,1,1,1,0,1,1,1,1,0,IK,9
0,0,0,0,1,1,0,1,1,1,1,1,0,IK,9
0,0,0,0,1,0,1,0,1,1,1,1,0,IK,9
0,0,0,0,0,1,0,0,1,1,1,1,0,IK,9
0,0,0,0,1,0,0,0,1,1,1,1,0,IK,9
0,0,0,0,0,0,0,0,1,1,1,0,0,IK,9
0,0,0,0,0,0,0,1,1,1,0,1,0,IK,9
0,0,0,0,0,0,1,1,1,0,1,1,0,IK,9
0,0,0,1,0,1,1,1,0,1,1,1,0,IK,9
0,0,1,0,1,1,1,1,1,1,1,1,0,IK,9
0,1,0,0,1,1,1,0,1,1,1,1,0,IK,9
1,0,0,1,1,1,0,1,1,1,1,1,0,IK,9
0,0,1,0,1,0,1,1,1,1,1,1,1,IK,9
0,1,0,0,0,1,1,1,1,1,1,1,1,IK,9
1,0,0,0,1,1,1,1,1,1,1,1,1,IK,9
0,0,0,0,1,1,1,0,1,1,1,0,1,IK,9
0,0,0,0,1,1,0,0,1,1,0,1,0,IK,9
0,0,0,0,1,0,0,0,1,0,1,0,0,IK,9
0,0,0,0,1,1,0,0,1,1,0,0,0,IK,10
0,0,0,0,1,0,0,0,1,0,0,0,1,IK,10
0,0,0,0,0,0,0,1,0,0,0,1,1,IK,10
0,0,0,0,0,0,1,0,0,0,1,1,1,IK,10
0,0,0,0,0,1,0,0,0,1,1,1,1,IK,10
0,0,0,1,1,0,0,0,1,1,1,1,1,IK,10
0,0,1,0,0,0,0,1,1,1,1,1,1,IK,10
0,1,0,0,0,0,1,0,1,1,1,1,0,IK,10
1,0,0,0,0,1,0,0,1,1,1,0,0,IK,10
0,0,0,0,1,0,0,1,1,1,0,1,0,IK,10
0,0,0,1,0,0,1,0,1,0,1,0,0,IK,10
0,0,1,0,0,1,0,1,0,1,0,1,0,IK,10
0,1,0,0,1,0,1,0,1,0,1,1,0,IK,10
1,0,0,0,0,1,0,0,0,1,1,0,0,IK,10
0,0,0,0,1,0,0,0,1,1,0,0,0,IK,10
0,0,0,0,0,0,0,1,1,0,0,1,0,IK,10
0,0,0,0,0,0,1,0,0,0,1,1,1,IK,10
0,0,0,0,0,1,0,1,0,1,1,1,1,IK,10
0,0,0,0,1,0,1,0,1,1,1,1,1,IK,10
0,0,0,0,0,1,0,0,1,1,1,1,1,IK,10
0,0,0,1,1,0,0,1,1,1,1,1,1,IK,10
0,0,1,1,0,0,1,1,1,1,1,1,1,IK,10
0,1,1,0,0,1,1,0,1,1,1,1,1,IK,10
1,1,0,0,1,1,0,0,1,1,1,1,0,IK,10
1,0,0,0,1,0,0,0,1,1,1,1,0,IK,10
0,0,0,0,0,0,0,0,1,1,1,1,0,IK,10
0,0,0,0,0,0,0,1,1,1,1,0,0,IK,10
0,0,0,1,0,0,1,1,1,1,0,1,0,IK,10
0,0,1,0,0,1,1,0,1,0,1,1,0,IK,10
0,1,0,0,1,1,0,1,0,1,1,1,0,IK,10
1,0,0,0,1,0,1,1,1,1,1,1,0,IK,10
0,0,0,0,0,1,1,0,1,1,1,1,0,IK,10
0,0,0,0,1,1,0,1,1,1,1,0,0,IK,10
0,0,0,0,1,0,1,1,1,1,0,1,0,IK,10
0,0,0,0,0,1,1,0,1,0,1,0,1,IK,10
0,0,0,0,1,1,0,0,0,1,0,0,1,IK,10
0,0,0,1,1,0,0,1,1,0,0,1,1,IK,10
0,0,1,0,0,0,1,1,0,0,1,1,1,IK,10
0,1,0,1,0,1,1,1,0,1,1,1,1,IK,10
1,0,1,0,1,1,1,1,1,1,1,1,1,IK,10
0,1,0,1,1,1,1,1,1,1,1,1,1,IK,10
1,0,1,0,1,1,1,1,1,1,1,1,1,IK,10
0,1,0,0,1,1,1,0,1,1,1,1,1,IK,10
1,0,0,0,1,1,0,0,1,1,1,1,0,IK,10
0,0,0,0,1,0,0,0,1,1,1,0,0,IK,10
0,0,0,0,0,0,0,1,1,1,0,1,0,IK,10
0,0,0,0,0,1,1,0,1,1,1,0,0,IK,11
0,0,0,0,1,1,0,0,1,1,0,0,0,IK,11
0,0,0,0,1,0,0,0,1,0,0,1,1,IK,11
0,0,0,1,0,0,0,1,0,0,1,0,1,IK,11
0,0,1,1,0,0,1,1,0,1,0,1,1,IK,11
0,1,1,0,0,1,1,1,1,0,1,1,1,IK,11
1,1,0,0,1,1,1,1,0,1,1,0,1,IK,11
1,0,0,0,1,1,1,1,1,1,0,1,1,IK,11
0,0,0,0,1,1,1,1,1,0,1,1,1,IK,11
0,0,0,0,1,1,1,1,0,1,1,1,1,IK,11
0,0,0,1,1,1,1,1,1,1,1,1,1,IK,11
0,0,1,0,1,1,1,1,1,1,1,1,0,IK,11
0,1,0,0,1,1,1,0,1,1,1,1,0,IK,11
1,0,0,0,1,1,0,1,1,1,1,0,0,IK,11
0,0,0,0,1,0,1,0,1,1,0,0,0,IK,11
0,0,0,0,0,1,0,0,1,0,0,1,0,IK,11
0,0,0,0,1,0,0,1,0,0,1,1,0,IK,11
0,0,0,0,0,0,1,0,0,1,1,1,1,IK,11
0,0,0,1,0,1,0,1,1,1,1,1,1,IK,11
0,0,1,1,1,0,1,1,1,1,1,1,1,IK,11
0,1,1,0,0,1,1,1,1,1,1,1,1,IK,11
1,1,0,0,1,1,1,1,1,1,1,1,1,IK,11
1,0,0,0,1,1,1,0,1,1,1,1,1,IK,11
0,0,0,0,1,1,0,0,1,1,1,1,1,IK,11
0,0,0,0,1,0,0,0,1,1,1,1,0,IK,11
0,0,0,0,0,0,0,0,1,1,1,0,0,IK,11
0,0,0,0,0,0,0,0,1,1,0,0,0,IK,11
0,0,0,0,0,0,0,1,1,0,0,1,0,IK,11
0,0,0,1,0,0,1,0,0,0,1,1,0,IK,11
0,0,1,1,0,1,0,1,0,1,1,1,0,IK,11
0,1,1,0,1,0,1,0,1,1,1,1,0,IK,11
1,1,0,0,0,1,0,0,1,1,1,0,0,IK,11
1,0,0,0,1,0,0,1,1,1,0,1,0,IK,11
0,0,0,0,0,0,1,1,1,0,1,1,0,IK,11
0,0,0,0,0,1,1,1,0,1,1,1,0,IK,11
0,0,0,0,1,1,1,0,1,1,1,1,0,IK,11
0,0,0,0,1,1,0,0,1,1,1,0,1,IK,11
0,0,0,0,1,0,0,1,1,1,0,1,1,IK,11
0,0,0,1,0,0,1,0,1,0,1,1,1,IK,11
0,0,1,0,0,1,0,0,0,1,1,0,1,IK,11
0,1,0,0,1,0,0,1,1,1,0,1,1,IK,11
1,0,0,0,0,0,1,0,1,0,1,0,1,IK,11
0,0,0,1,0,1,0,0,0,1,0,0,1,IK,11
0,0,1,0,1,0,0,0,1,0,0,1,1,IK,11
0,1,0,0,0,0,0,0,0,0,1,1,0,IK,11
1,0,0,0,0,0,0,1,0,1,1,1,0,IK,11
0,0,1,1,1,1,1,1,1,0,1,1,1,JD,0
0,1,1,0,1,1,1,1,0,1,1,1,1,JD,0
1,1,0,0,1,1,1,0,1,1,1,1,0,JD,0
1,0,0,1,1,1,0,1,1,1,1,1,0,JD,0
0,0,1,1,1,0,1,1,1,1,1,0,0,JD,0
0,1,1,0,0,1,1,1,1,1,0,1,1,JD,0
1,1,0,0,1,1,1,0,1,0,1,1,1,JD,0
1,0,0,0,1,1,0,0,0,1,1,0,0,JD,0
0,0,0,1,1,0,0,0,1,1,0,1,0,JD,0
0,0,1,0,0,0,0,0,1,0,1,1,1,JD,0
0,1,0,1,0,0,0,1,0,1,1,1,1,JD,0
1,0,1,1,0,0,1,1,1,1,1,1,0,JD,0
0,1,1,0,0,1,1,0,1,1,1,0,0,JD,0
1,1,0,1,1,1,0,1,1,1,0,1,0,JD,0
1,0,1,1,1,0,1,1,1,0,1,1,0,JD,0
0,1,1,1,0,1,1,1,0,1,1,1,1,JD,0
1,1,1,1,1,1,1,1,1,1,1,1,1,JD,0
1,1,1,1,1,1,1,1,1,1,1,1,1,JD,0
1,1,1,1,1,1,1,1,1,1,1,1,0,JD,0
1,1,1,0,1,1,1,0,1,1,1,1,0,JD,0
1,1,0,1,1,1,0,1,1,1,1,1,1,JD,0
1,0,1,0,1,0,1,1,1,1,1,1,1,JD,0
0,1,0,0,0,1,1,1,1,1,1,1,0,JD,0
1,0,0,1,1,1,1,1,1,1,1,1,0,JD,0
0,0,1,0,1,1,1,0,1,1,1,1,1,JD,0
0,1,0,0,1,1,0,0,1,1,1,1,1,JD,0
1,0,0,0,1,0,0,1,1,1,1,1,1,JD,0
0,0,0,0,0,0,1,0,1,1,1,1,0,JD,0
0,0,0,1,0,1,0,1,1,1,1,1,0,JD,0
0,0,1,1,1,0,1,1,1,1,1,1,0,JD,0
0,1,1,0,0,1,1,0,1,1,1,1,1,JD,0
1,1,0,0,1,1,0,1,1,1,1,1,1,JD,0
1,0,0,0,1,0,1,0,1,1,1,1,1,JD,0
0,0,0,1,0,1,0,1,1,1,1,1,0,JD,0
0,0,1,1,1,0,1,1,1,1,1,1,0,JD,0
0,1,1,1,0,1,1,1,1,1,1,1,1,JD,0
1,1,1,1,1,1,1,1,1,1,1,1,0,JD,0
1,1,1,1,1,1,1,1,1,1,1,1,0,JD,0
1,1,1,1,1,1,1,1,1,1,1,1,1,JD,0
1,1,1,1,1,1,1,1,1,1,1,1,1,JD,0
1,1,1,1,1,1,1,1,1,1,1,1,0,JD,0
1,1,1,0,1,1,1,1,1,1,1,0,0,JD,0
1,1,0,1,1,1,1,0,1,1,0,0,0,JD,0
1,0,1,0,1,1,0,1,1,0,0,1,0,JD,0
0,1,0,1,1,0,1,1,0,0,1,1,1,JD,0
1,0,1,1,0,1,1,1,0,1,1,1,1,JD,0
0,0,0,0,1,0,1,0,1,1,1,1,1,JD,1
0,0,0,1,0,1,0,0,1,1,1,0,0,JD,1
0,0,1,0,1,0,0,1,1,1,0,1,0,JD,1
0,1,0,1,0,0,1,1,1,0,1,1,1,JD,1
1,0,1,1,0,1,1,1,0,1,1,1,1,JD,1
0,1,1,0,1,1,1,0,1,1,1,0,0,JD,1
1,1,0,0,1,1,0,0,1,1,0,0,0,JD,1
1,0,0,0,1,0,0,0,1,0,0,0,0,JD,1
0,0,0,1,0,0,0,1,0,0,0,1,0,JD,1
0,0,1,0,0,0,1,0,0,0,1,0,1,JD,1
0,1,0,1,0,1,0,1,0,1,0,1,1,JD,1
1,0,1,0,1,0,1,1,1,0,1,1,1,JD,1
0,1,0,0,0,1,1,1,0,1,1,0,0,JD,1
1,0,0,1,1,1,1,1,1,1,0,1,1,JD,1
0,0,1,1,1,1,1,1,1,0,1,1,1,JD,1
0,1,1,0,1,1,1,1,0,1,1,1,0,JD,1
1,1,0,0,1,1,1,1,1,1,1,0,0,JD,1
1,0,0,0,1,1,1,0,1,1,0,1,0,JD,1
0,0,0,1,1,1,0,1,1,0,1,1,1,JD,1
0,0,1,0,1,0,1,1,0,1,1,1,1,JD,1
0,1,0,0,0,1,1,0,1,1,1,0,0,JD,1
1,0,0,0,1,1,0,1,1,1,0,1,1,JD,1
0,0,0,1,1,0,1,1,1,0,1,1,0,JD,1
0,0,1,1,0,1,1,1,0,1,1,1,0,JD,1
0,1,1,1,1,1,1,1,1,1,1,1,1,JD,1
1,1,1,0,1,1,1,1,1,1,1,1,1,JD,1
1,1,0,1,1,1,1,1,1,1,1,1,0,JD,1
1,0,1,1,1,1,1,1,1,1,1,1,0,JD,1
0,1,1,0,1,1,1,1,1,1,1,1,1,JD,1
1,1,0,0,1,1,1,1,1,1,1,1,1,JD,1
1,0,0,1,1,1,1,1,1,1,1,1,1,JD,1
0,0,1,0,1,1,1,1,1,1,1,1,0,JD,1
0,1,0,1,1,1,1,1,1,1,1,1,0,JD,1
1,0,1,1,1,1,1,1,1,1,1,1,0,JD,1
0,1,1,1,1,1,1,1,1,1,1,1,1,JD,1
1,1,1,1,1,1,1,1,1,1,1,1,1,JD,1
1,1,1,1,1,1,1,1,1,1,1,1,0,JD,1
1,1,1,1,1,1,1,1,1,1,1,1,0,JD,1
1,1,1,1,1,1,1,1,1,1,1,1,1,JD,1
1,1,1,0,1,1,1,1,1,1,1,1,1,JD,1
1,1,0,1,1,1,1,1,1,1,1,1,0,JD,1
1,0,1,0,1,1,1,0,1,1,1,1,0,JD,1
0,1,0,1,1,1,0,1,1,1,1,1,1,JD,1
1,0,1,0,1,0,1,0,1,1,1,1,1,JD,1
0,1,0,0,0,1,0,1,1,1,1,1,0,JD,1
1,0,0,1,1,0,1,1,1,1,1,1,0,JD,1
