"","firstgabor","corrAns","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","key_resp_2.keys","key_resp_2.rt","resp.keys","resp.corr","resp.rt","resp_mrating.keys","resp_mrating.rt","lumi","mean","luminance","expName","participant","frameRate","session","date","blocks.thisTrial","X"
"1440",1,"left",8,0,8,0,3,1,31,0,2,0.953023147114,1,1,1.12890172764,1,0.634629311564,0.1175,0.84375,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1441",1,"left",8,0,8,0,3,2,32,2,2,1.35295107347,1,1,1.83473880807,1,0.293429092737,0.1175,0.848484848485,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1442",1,"left",8,0,8,0,3,3,33,6,2,1.28235854872,1,1,7.97542257607,1,0.587592012307,0.1175,0.852941176471,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1443",2,"down",8,0,8,0,3,4,34,9,2,0.776737997265,1,0,1.12862644633,1,0.505240162733,0.1175,0.828571428571,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1444",2,"down",8,0,8,0,3,5,35,7,2,2.12941686947,2,1,0.587677099247,2,0.434716169562,0.1175,0.833333333333,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1445",2,"down",8,0,8,0,3,6,36,3,1,1.15305756692,2,1,0.375964206498,3,0.811063844871,0.1175,0.837837837838,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1446",1,"left",8,0,8,0,3,7,37,4,2,0.282781288421,2,0,1.11678511463,3,0.234608598097,0.1175,0.815789473684,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1447",2,"down",8,0,8,0,3,8,38,1,1,1.65881248645,2,1,0.317155262135,3,0.375857944062,0.1175,0.820512820513,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1448",2,"down",8,0,8,0,3,9,39,5,2,0.917738627511,2,1,1.71704507261,1,0.37580789291,0.1175,0.825,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1449",2,"down",8,0,8,0,4,0,40,7,1,1.62350794639,2,1,0.270069451755,3,0.258248140497,0.1175,0.829268292683,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1450",2,"down",8,0,8,0,4,1,41,5,2,1.58813525976,1,0,0.576009021534,1,0.79932223045,0.1175,0.809523809524,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1451",1,"left",8,0,8,0,4,2,42,0,1,0.564798719308,1,1,0.446567126477,3,0.528803088397,0.1175,0.813953488372,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1452",2,"down",8,0,8,0,4,3,43,9,1,0.564812579614,2,1,0.2466158686,3,0.234597047835,0.1175,0.818181818182,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1453",1,"left",8,0,8,0,4,4,44,4,1,0.411863200206,1,1,0.1759686726,3,0.375899910025,0.1175,0.822222222222,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1454",1,"left",8,0,8,0,4,5,45,2,1,0.329750056117,1,1,0.199339863844,3,0.140496268679,0.1175,0.826086956522,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1455",2,"down",8,0,8,0,4,6,46,3,1,0.529526904997,2,1,0.128961019014,3,0.199333318713,0.1175,0.829787234043,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1456",1,"left",8,0,8,0,4,7,47,6,2,0.364616456136,1,1,0.223275478056,2,0.246404498757,0.1175,0.833333333333,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1457",1,"left",8,0,8,0,4,8,48,8,2,0.494187329139,1,1,0.187760723173,3,0.399365428428,0.1175,0.836734693878,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1458",2,"down",8,0,8,0,4,9,49,1,2,3.28164820741,1,0,0.235364370441,1,0.822905176552,0.1175,0.82,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1459",NA,"",8,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1175,"metacognition_realexp","bj",84.695322968,1,"2013_Nov_12_1122","None",NA
"1460",2,"down",0,0,0,0,0,0,0,1,2,1.117686963,2,1,1.434596836,1,1.728381116,0.065,1,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1461",1,"left",0,0,0,0,0,1,1,2,1,0.647125067,2,0,0.328974714,2,0.975288579,0.065,0.5,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1462",2,"down",0,0,0,0,0,2,2,5,2,0.600120429,2,1,1.175921755,1,1.799240928,0.065,0.666666667,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1463",2,"down",0,0,0,0,0,3,3,7,2,2.505815856,1,0,1.128921352,1,0.999305839,0.065,0.5,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1464",2,"down",0,0,0,0,0,4,4,3,1,0.611842617,2,1,0.3525061,2,1.081624882,0.065,0.6,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1465",1,"left",0,0,0,0,0,5,5,0,1,0.65886073,1,1,0.352525351,1,1.599283047,0.065,0.666666667,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1466",1,"left",0,0,0,0,0,6,6,4,1,0.564779844,1,1,0.45835653,1,0.78757418,0.065,0.714285714,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1467",1,"left",0,0,0,0,0,7,7,8,2,0.917704442,1,1,1.516994805,2,1.258199218,0.065,0.75,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1468",1,"left",0,0,0,0,0,8,8,6,1,1.059817924,1,1,0.505367328,3,1.058155866,0.065,0.777777778,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1469",2,"down",0,0,0,0,0,9,9,9,1,0.894184221,2,1,0.434780483,2,0.799359894,0.065,0.8,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1470",1,"left",0,0,0,0,1,0,10,6,1,0.635347438,1,1,0.387686909,2,0.622906835,0.065,0.818181818,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1471",2,"down",0,0,0,0,1,1,11,3,2,0.353087455,2,1,1.07004168,1,0.940466593,0.065,0.833333333,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1472",2,"down",0,0,0,0,1,2,12,5,1,1.247097269,2,1,0.434837463,3,0.975767523,0.065,0.846153846,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1473",1,"left",0,0,0,0,1,3,13,2,2,0.329543363,2,0,1.505363093,1,0.775766522,0.065,0.785714286,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1474",2,"down",0,0,0,0,1,4,14,9,2,0.588363206,2,1,0.646567582,2,5.11665092,0.065,0.8,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1475",2,"down",0,0,0,0,1,5,15,1,2,1.247100735,2,1,1.328831108,1,1.093409826,0.065,0.8125,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1476",2,"down",0,0,0,0,1,6,16,7,1,0.682473737,2,1,0.399679369,2,1.163781069,0.065,0.823529412,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1477",1,"left",0,0,0,0,1,7,17,8,2,0.776543843,1,1,0.540714458,1,1.164079446,0.065,0.833333333,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1478",1,"left",0,0,0,0,1,8,18,0,2,0.341309442,2,0,0.740699674,1,1.34044434,0.065,0.789473684,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1479",1,"left",0,0,0,0,1,9,19,4,2,0.353112095,1,1,1.611126896,1,2.664686981,0.065,0.8,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1480",1,"left",0,0,0,0,2,0,20,6,2,1.128477829,1,1,0.658374471,2,0.869862038,0.065,0.80952381,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1481",1,"left",0,0,0,0,2,1,21,4,1,0.600069224,1,1,0.528903719,3,1.105218639,0.065,0.818181818,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1482",1,"left",0,0,0,0,2,2,22,2,1,1.117566842,1,1,0.387885186,2,0.964066895,0.065,0.826086957,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1483",2,"down",0,0,0,0,2,3,23,9,2,0.282440165,1,0,1.928831801,1,1.058144316,0.065,0.791666667,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1484",2,"down",0,0,0,0,2,4,24,3,2,0.753049032,1,0,0.728892785,2,0.916952916,0.065,0.76,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1485",1,"left",0,0,0,0,2,5,25,8,1,0.388367595,1,1,0.246603311,1,0.799297138,0.065,0.769230769,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1486",2,"down",0,0,0,0,2,6,26,1,1,0.400104413,1,0,1.293565983,3,1.081653373,0.065,0.740740741,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1487",2,"down",0,0,0,0,2,7,27,7,1,0.482455026,2,1,0.328930438,1,1.128939832,0.065,0.75,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1488",2,"down",0,0,0,0,2,8,28,5,1,0.447191056,2,1,0.28183956,2,0.799365284,0.065,0.75862069,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1489",1,"left",0,0,0,0,2,9,29,0,2,0.411864716,1,1,1.775908588,1,1.352203488,0.065,0.766666667,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1490",2,"down",0,0,0,0,3,0,30,5,1,1.388299064,2,1,0.928876076,3,0.834630794,0.065,0.774193548,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1491",1,"left",0,0,0,0,3,1,31,6,1,0.458949434,1,1,0.587747201,2,0.999308535,0.065,0.78125,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1492",2,"down",0,0,0,0,3,2,32,3,2,0.3177769,2,1,0.893592086,1,0.928725155,0.065,0.787878788,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1493",2,"down",0,0,0,0,3,3,33,7,2,1.247056459,2,1,1.270093887,2,1.387547923,0.065,0.794117647,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1494",1,"left",0,0,0,0,3,4,34,0,2,2.011739128,2,0,0.587764526,1,0.846341816,0.065,0.771428571,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1495",1,"left",0,0,0,0,3,5,35,8,2,0.62361139,2,0,0.728957081,2,1.234572735,0.065,0.75,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1496",1,"left",0,0,0,0,3,6,36,4,1,2.623475099,1,1,1.011262494,3,0.646365456,0.065,0.756756757,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1497",1,"left",0,0,0,0,3,7,37,2,1,1.682396736,1,1,0.375967416,3,0.540533506,0.065,0.763157895,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1498",2,"down",0,0,0,0,3,8,38,9,1,0.564837979,2,1,0.881865663,3,0.916869371,0.065,0.769230769,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1499",2,"down",0,0,0,0,3,9,39,1,1,0.976500569,2,1,0.517184226,3,1.199315311,0.065,0.775,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1500",1,"left",0,0,0,0,4,0,40,2,2,0.364800018,2,0,1.070088651,2,1.081645672,0.065,0.756097561,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1501",1,"left",0,0,0,0,4,1,41,6,2,0.517467589,1,1,0.775830047,3,0.552288035,0.065,0.761904762,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1502",1,"left",0,0,0,0,4,2,42,8,1,0.38838261,1,1,0.399503038,2,1.705218947,0.065,0.76744186,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1503",1,"left",0,0,0,0,4,3,43,4,1,1.129477297,1,1,0.752429562,2,0.846409962,0.065,0.772727273,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1504",2,"down",0,0,0,0,4,4,44,7,1,0.576585962,2,1,0.446591606,3,0.740507557,0.065,0.777777778,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1505",2,"down",0,0,0,0,4,5,45,9,2,0.294212018,2,1,0.999559942,2,0.999568797,0.065,0.782608696,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1506",2,"down",0,0,0,0,4,6,46,5,2,0.811840538,2,1,0.858341207,2,0.752255925,0.065,0.787234043,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1507",2,"down",0,0,0,0,4,7,47,3,1,0.494207629,2,1,0.481901006,2,0.622857939,0.065,0.791666667,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1508",2,"down",0,0,0,0,4,8,48,1,1,0.929437025,2,1,0.505435473,3,0.752312136,0.065,0.795918367,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1509",1,"left",0,0,0,0,4,9,49,0,1,0.905942214,1,1,0.76419333,2,0.681687561,0.065,0.8,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1510",2,"down",1,0,1,0,0,0,0,1,2,0.341277871,2,1,0.811078617,2,0.540277094,0.065,1,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1511",2,"down",1,0,1,0,0,1,1,3,2,0.588340491,2,1,0.775976733,3,0.975778303,0.065,1,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1512",2,"down",1,0,1,0,0,2,2,7,2,0.623571735,1,0,1.481840946,1,0.963985274,0.065,0.666666667,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1513",1,"left",1,0,1,0,0,3,3,0,2,0.788449677,1,1,1.281686329,1,1.175740419,0.065,0.75,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1514",1,"left",1,0,1,0,0,4,4,4,1,0.411867026,1,1,0.846554723,2,0.728755339,0.065,0.8,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1515",2,"down",1,0,1,0,0,5,5,5,2,1.635288148,2,1,0.881862198,2,0.799376834,0.065,0.833333333,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1516",1,"left",1,0,1,0,0,6,6,6,1,0.353046645,1,1,0.376008997,1,1.493358697,0.065,0.857142857,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1517",2,"down",1,0,1,0,0,7,7,9,1,0.388334099,2,1,0.387736575,1,0.740510637,0.065,0.875,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1518",1,"left",1,0,1,0,0,8,8,2,1,0.517750566,1,1,0.434798578,2,0.811104797,0.065,0.888888889,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1519",1,"left",1,0,1,0,0,9,9,8,1,0.376829438,1,1,0.469862731,1,1.069864579,0.065,0.9,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1520",1,"left",1,0,1,0,1,0,10,0,1,0.376735113,1,1,0.269929106,1,0.375824965,0.065,0.909090909,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1521",2,"down",1,0,1,0,1,1,11,3,1,0.941233134,2,1,0.38774235,2,1.152264472,0.065,0.916666667,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1522",2,"down",1,0,1,0,1,2,12,7,2,0.529489694,2,1,1.17595756,3,1.940441183,0.065,0.923076923,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1523",2,"down",1,0,1,0,1,3,13,1,1,0.529494699,1,0,0.434686542,3,3.705138867,0.065,0.857142857,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1524",1,"left",1,0,1,0,1,4,14,4,1,0.529524729,1,1,0.423096795,2,1.528634217,0.065,0.866666667,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1525",2,"down",1,0,1,0,1,5,15,9,1,1.000039655,2,1,1.458299164,2,2.187429496,0.065,0.875,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1526",1,"left",1,0,1,0,1,6,16,2,1,0.553036481,1,1,0.728931285,2,0.705203162,0.065,0.882352941,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1527",2,"down",1,0,1,0,1,7,17,5,2,2.682298176,1,0,0.52901383,3,2.034430053,0.065,0.833333333,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1528",1,"left",1,0,1,0,1,8,18,8,1,0.553085761,1,1,0.446548101,1,1.681645595,0.065,0.842105263,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1529",1,"left",1,0,1,0,1,9,19,6,1,0.600150844,1,1,0.446540016,1,0.599346958,0.065,0.85,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1530",1,"left",1,0,1,0,2,0,20,0,1,3.470443316,1,1,2.281740614,3,0.587676745,0.065,0.857142857,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1531",2,"down",1,0,1,0,2,1,21,1,1,0.870611254,2,1,1.2464855,1,0.834804045,0.065,0.863636364,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1532",2,"down",1,0,1,0,2,2,22,9,2,0.435403033,2,1,1.470043297,2,1.92876019,0.065,0.869565217,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1533",1,"left",1,0,1,0,2,3,23,4,1,0.988268187,1,1,0.340642616,2,1.164059811,0.065,0.875,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1534",1,"left",1,0,1,0,2,4,24,2,2,0.400096713,2,0,1.21123847,1,1.422804963,0.065,0.84,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1535",1,"left",1,0,1,0,2,5,25,6,2,0.917669792,2,0,1.481794361,1,0.92873478,0.065,0.807692308,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1536",2,"down",1,0,1,0,2,6,26,7,1,1.670606788,2,1,0.90537395,3,1.174881477,0.065,0.814814815,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1537",1,"left",1,0,1,0,2,7,27,8,1,0.400066683,1,1,0.340728472,1,0.481707735,0.065,0.821428571,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1538",2,"down",1,0,1,0,2,8,28,3,2,1.153053729,2,1,1.270094657,2,0.869829698,0.065,0.827586207,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1539",2,"down",1,0,1,0,2,9,29,5,2,0.847112208,2,1,0.823057987,1,2.010990682,0.065,0.833333333,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1540",2,"down",1,0,1,0,3,0,30,9,2,0.529534739,2,1,0.846511603,2,2.328659011,0.065,0.838709677,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1541",1,"left",1,0,1,0,3,1,31,6,2,0.94135903,2,0,1.046383243,1,1.399303991,0.065,0.8125,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1542",1,"left",1,0,1,0,3,2,32,0,2,0.776562708,2,0,1.011239394,3,1.058092726,0.065,0.787878788,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1543",1,"left",1,0,1,0,3,3,33,8,2,0.976544459,2,0,3.363907196,1,2.140458354,0.065,0.764705882,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1544",2,"down",1,0,1,0,3,4,34,3,2,1.070668465,2,1,1.470057158,3,5.657718811,0.065,0.771428571,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1545",1,"left",1,0,1,0,3,5,35,2,1,0.388314464,1,1,0.97601046,2,1.516866214,0.065,0.777777778,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1546",2,"down",1,0,1,0,3,6,36,7,1,1.364718397,2,1,0.375988592,3,0.975792163,0.065,0.783783784,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1547",2,"down",1,0,1,0,3,7,37,1,2,0.917649002,2,1,1.140692436,2,2.57564925,0.065,0.789473684,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1548",1,"left",1,0,1,0,3,8,38,4,1,0.964792626,1,1,0.32914681,2,1.304786127,0.065,0.794871795,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1549",2,"down",1,0,1,0,3,9,39,5,1,0.623596375,2,1,0.31716051,2,0.646419356,0.065,0.8,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1550",1,"left",1,0,1,0,4,0,40,0,1,1.10593744,1,1,3.516953994,2,0.893450405,0.065,0.804878049,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1551",1,"left",1,0,1,0,4,1,41,2,1,0.517823331,1,1,0.481775495,2,0.952242681,0.065,0.80952381,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1552",1,"left",1,0,1,0,4,2,42,8,2,0.341275946,2,0,1.317174755,2,1.940225196,0.065,0.790697674,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1553",2,"down",1,0,1,0,4,3,43,3,2,1.152983273,2,1,3.728676028,2,1.222801267,0.065,0.795454545,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1554",2,"down",1,0,1,0,4,4,44,9,1,0.494223799,2,1,0.270198223,2,1.081659918,0.065,0.8,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1555",2,"down",1,0,1,0,4,5,45,1,1,0.705925043,2,1,0.316618811,3,1.058720666,0.065,0.804347826,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1556",2,"down",1,0,1,0,4,6,46,7,1,0.705954303,2,1,0.540671338,1,0.411142835,0.065,0.808510638,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1557",2,"down",1,0,1,0,4,7,47,5,1,0.870644749,2,1,0.35246067,3,1.458197524,0.065,0.8125,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1558",1,"left",1,0,1,0,4,8,48,4,1,0.329505633,1,1,0.258320878,1,0.340576781,0.065,0.816326531,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1559",1,"left",1,0,1,0,4,9,49,6,1,0.376559936,1,1,0.211345501,1,0.328772587,0.065,0.82,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1560",2,"down",2,0,2,0,0,0,0,1,2,0.305998887,2,1,0.975713622,1,1.469647899,0.065,1,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1561",2,"down",2,0,2,0,0,1,1,7,2,0.329499858,1,0,0.964202801,2,0.37583151,0.065,0.5,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1562",1,"left",2,0,2,0,0,2,2,4,2,0.635385554,2,0,0.470270064,2,1.704963305,0.065,0.333333333,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1563",1,"left",2,0,2,0,0,3,3,2,2,0.83538386,1,1,0.740685044,3,1.293369246,0.065,0.5,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1564",2,"down",2,0,2,0,0,4,4,3,1,1.011828449,2,1,0.293629508,2,0.728744559,0.065,0.6,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1565",1,"left",2,0,2,0,0,5,5,6,2,0.294130012,2,0,0.646610318,2,1.199261795,0.065,0.5,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1566",1,"left",2,0,2,0,0,6,6,0,1,0.835333809,1,1,0.717168287,3,0.834593833,0.065,0.571428571,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1567",1,"left",2,0,2,0,0,7,7,8,1,0.941230439,1,1,0.434845548,2,1.599263797,0.065,0.625,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1568",2,"down",2,0,2,0,0,8,8,5,2,0.376681982,2,1,0.469954362,3,1.175794319,0.065,0.666666667,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1569",2,"down",2,0,2,0,0,9,9,9,1,0.952783611,2,1,1.505394278,2,2.516763803,0.065,0.7,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1570",1,"left",2,0,2,0,1,0,10,4,2,0.223614008,2,0,0.611341343,1,1.75216237,0.065,0.636363636,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
"1571",2,"down",2,0,2,0,1,1,11,7,1,1.211795955,2,1,0.293614493,2,1.14056346,0.065,0.666666667,0.065,"metacognition_realexp","cm",84.70681468,1,"2013_Nov_27_1154","None",NA
